Time,Ambient Temperature (degC),Object Temperature (degC),Humidity (RH),Barometer (millibars),Accelerometer-x (g),Accelerometer-y (g),Accelerometer-z (g),Magnetometer-x (uT),Magnetometer-y (uT),Magnetometer-z (uT),Gyroscope-x (deg/sec),Gyroscope-y (deg/sec),Gyroscope-z (deg/sec),Light (lux)
2018-07-12 00:00:42.350356,27.84375,18.28125,33.3312988281,1016.4,-0.5859375,1.72119140625,0.97998046875,-69.1218559219,0.0,-4.19829059829,-0.762939453125,-4.48608398438,-1.67846679688,0.08
2018-07-12 00:01:44.588549,27.8125,18.21875,33.5266113281,1016.39,-0.40478515625,1.92236328125,1.04931640625,-67.9223443223,-1.19951159951,-3.89841269841,-0.625610351562,-5.40924072266,-2.89916992188,0.08
2018-07-12 00:02:46.822819,27.78125,18.0625,33.6181640625,1016.43,-0.64453125,1.61767578125,0.92919921875,-68.672039072,0.449816849817,-3.59853479853,2.97546386719,-6.01196289062,2.12860107422,0.08
2018-07-12 00:03:48.861064,27.71875,18.0,32.7453613281,1016.44,-0.427734375,1.67724609375,0.8876953125,-68.5221001221,-0.449816849817,-4.79804639805,-2.63214111328,-3.7841796875,-1.64031982422,0.08
2018-07-12 00:04:50.963343,27.625,17.375,32.7453613281,1016.42,-0.50537109375,1.78271484375,0.8876953125,-69.5716727717,0.599755799756,-3.89841269841,-1.36566162109,-4.65393066406,-2.27355957031,0.08
2018-07-12 00:05:53.265616,27.59375,17.4375,31.4697265625,1016.45,-0.572265625,1.837890625,0.9033203125,-67.7724053724,-1.79926739927,-5.54774114774,-1.15966796875,-5.43212890625,-2.73132324219,0.08
2018-07-12 00:06:55.367899,27.625,17.59375,31.0791015625,1016.47,-0.599609375,1.6591796875,0.7099609375,-68.3721611722,-1.34945054945,-4.04835164835,-1.39617919922,-5.93566894531,-1.29699707031,0.08
2018-07-12 00:07:57.406178,27.71875,17.71875,29.638671875,1016.47,-0.52001953125,1.7265625,0.9443359375,-68.3721611722,-0.299877899878,-4.64810744811,-1.12915039062,-4.89044189453,-1.10626220703,0.08
2018-07-12 00:08:59.636455,27.65625,17.78125,28.955078125,1016.47,-0.4189453125,1.79150390625,0.82275390625,-67.0227106227,-1.49938949939,-3.4485958486,-2.0751953125,-4.42504882812,-0.518798828125,0.08
2018-07-12 00:10:02.150722,27.5625,17.625,28.8452148438,1016.48,-0.4150390625,1.7880859375,0.86376953125,-66.8727716728,-0.599755799756,-4.04835164835,-1.52587890625,-5.82885742188,-2.51007080078,0.08
2018-07-12 00:11:04.253001,27.5625,17.71875,28.1677246094,1016.47,-0.5498046875,1.767578125,0.8837890625,-68.9719169719,1.19951159951,-4.04835164835,-1.54876708984,-3.47137451172,-2.22015380859,0.08
2018-07-12 00:12:06.415284,27.5625,17.625,27.9724121094,1016.49,-0.5771484375,1.80029296875,0.8037109375,-67.7724053724,0.0,-2.39902319902,-1.5869140625,-3.89099121094,-0.79345703125,0.08
2018-07-12 00:13:08.657556,27.5,17.8125,27.5817871094,1016.45,-0.505859375,1.7177734375,0.9482421875,-68.821978022,0.599755799756,-4.79804639805,-1.84631347656,-3.53240966797,-1.28173828125,0.08
2018-07-12 00:14:10.959832,27.46875,17.75,27.5817871094,1016.45,-0.52685546875,1.67578125,0.84716796875,-68.9719169719,0.449816849817,-3.59853479853,-0.846862792969,-4.91333007812,-0.404357910156,0.08
2018-07-12 00:15:13.198138,27.46875,17.65625,27.001953125,1016.45,-0.55419921875,1.7783203125,0.943359375,-67.6224664225,-0.899633699634,-4.34822954823,-0.320434570312,-4.40979003906,-2.55584716797,0.08
2018-07-12 00:16:15.296419,27.5,17.1875,27.1911621094,1016.43,-0.5498046875,1.83984375,0.9287109375,-67.1726495726,0.149938949939,-4.34822954823,-1.56402587891,-3.16619873047,-2.98309326172,0.08
2018-07-12 00:17:17.398694,27.46875,17.8125,26.611328125,1016.42,-0.5126953125,1.666015625,0.91455078125,-68.672039072,-0.599755799756,-3.4485958486,-1.00708007812,-4.30297851562,-0.572204589844,0.08
2018-07-12 00:18:19.700945,27.40625,17.90625,26.611328125,1016.45,-0.42333984375,1.8515625,0.775390625,-67.9223443223,0.299877899878,-2.84884004884,-1.63269042969,-5.07354736328,-1.23596191406,0.08
2018-07-12 00:19:21.803256,27.25,17.6875,26.5991210938,1016.42,-0.54638671875,1.65625,0.80322265625,-67.9223443223,-0.299877899878,-4.64810744811,-1.17492675781,-4.08935546875,-2.03704833984,0.08
2018-07-12 00:20:23.909503,27.09375,17.90625,27.0812988281,1016.44,-0.490234375,1.763671875,0.9130859375,-67.6224664225,-1.34945054945,-4.64810744811,-1.3427734375,-3.88336181641,-2.55584716797,0.08
2018-07-12 00:21:26.211814,27.125,17.59375,27.0812988281,1016.45,-0.4541015625,1.8203125,0.759765625,-67.4725274725,1.04957264957,-4.19829059829,-2.45666503906,-4.60052490234,-0.312805175781,0.08
2018-07-12 00:22:28.382057,27.125,17.6875,29.0222167969,1016.47,-0.46728515625,1.74462890625,0.84765625,-68.3721611722,-0.299877899878,-3.59853479853,-1.40380859375,-3.57818603516,-0.686645507812,0.08
2018-07-12 00:23:30.620330,27.03125,17.6875,29.9011230469,1016.45,-0.47607421875,1.77685546875,0.9306640625,-67.7724053724,1.19951159951,-4.34822954823,-1.8310546875,-4.24194335938,-1.0986328125,0.08
2018-07-12 00:24:32.790609,27.0,17.5,30.5786132812,1016.49,-0.44384765625,1.65087890625,0.88671875,-68.3721611722,0.149938949939,-4.64810744811,-0.587463378906,-4.99725341797,-2.69317626953,0.08
2018-07-12 00:25:34.824892,27.15625,17.625,30.7739257812,1016.41,-0.58251953125,1.75830078125,1.0166015625,-68.821978022,0.299877899878,-3.14871794872,-1.25122070312,-5.25665283203,-1.26647949219,0.08
2018-07-12 00:26:37.195167,27.1875,17.8125,31.1584472656,1016.4,-0.5947265625,1.79638671875,0.74658203125,-67.7724053724,-0.449816849817,-3.59853479853,-0.724792480469,-4.14276123047,-1.17492675781,0.08
2018-07-12 00:27:39.769432,27.21875,17.4375,31.5490722656,1016.43,-0.4833984375,1.8037109375,0.884765625,-68.3721611722,-0.299877899878,-4.34822954823,-0.770568847656,-3.97491455078,-1.30462646484,0.08
2018-07-12 00:28:42.207700,27.21875,17.6875,31.9396972656,1016.4,-0.4326171875,1.61572265625,0.85107421875,-67.1726495726,-0.599755799756,-4.04835164835,-0.511169433594,-5.93566894531,-1.84631347656,0.08
2018-07-12 00:29:44.310017,27.1875,17.53125,32.32421875,1016.39,-0.4921875,1.623046875,0.916015625,-68.3721611722,-0.899633699634,-4.79804639805,-1.39617919922,-4.69207763672,-1.40380859375,0.08
2018-07-12 00:30:46.684256,27.21875,17.6875,32.51953125,1016.43,-0.505859375,1.76806640625,0.7509765625,-67.1726495726,-1.19951159951,-4.49816849817,-0.6103515625,-4.40216064453,-1.66320800781,0.08
2018-07-12 00:31:48.790538,27.1875,17.3125,32.8125,1016.48,-0.63818359375,1.87744140625,0.93896484375,-67.6224664225,0.749694749695,-5.69768009768,-1.67083740234,-4.49371337891,-0.877380371094,0.08
2018-07-12 00:32:50.752819,27.25,17.71875,32.8125,1016.48,-0.51513671875,1.9482421875,0.892578125,-67.7724053724,-0.449816849817,-4.79804639805,-1.47247314453,-4.60052490234,-1.47247314453,0.08
2018-07-12 00:33:53.195088,27.25,17.46875,32.8125,1016.46,-0.52685546875,1.703125,0.958984375,-69.4217338217,-1.64932844933,-4.04835164835,-1.3427734375,-4.55474853516,-1.64031982422,0.08
2018-07-12 00:34:55.357368,27.3125,17.6875,33.1176757812,1016.51,-0.51806640625,1.81787109375,0.9169921875,-68.0722832723,-1.19951159951,-3.4485958486,-1.59454345703,-4.59289550781,-0.846862792969,0.08
2018-07-12 00:35:57.391652,27.34375,17.65625,33.1176757812,1016.5,-0.60986328125,1.73291015625,0.7578125,-69.4217338217,0.0,-5.54774114774,-2.41088867188,-3.38745117188,-1.84631347656,0.08
2018-07-12 00:36:59.697966,27.3125,17.875,33.4106445312,1016.5,-0.52783203125,1.79150390625,0.84765625,-67.1726495726,-0.299877899878,-4.64810744811,-1.83868408203,-4.20379638672,-0.823974609375,0.08
2018-07-12 00:38:02.140199,27.21875,17.4375,33.6853027344,1016.52,-0.509765625,1.81494140625,0.91552734375,-68.3721611722,0.149938949939,-4.04835164835,-1.32751464844,-5.26428222656,-1.01470947266,0.08
2018-07-12 00:39:04.306475,27.1875,17.59375,33.8806152344,1016.59,-0.54345703125,1.8056640625,0.78271484375,-69.1218559219,-0.449816849817,-3.29865689866,-2.24304199219,-3.69262695312,-0.0686645507812,0.08
2018-07-12 00:40:06.548748,27.1875,17.5625,34.0759277344,1016.59,-0.55615234375,1.7158203125,0.9091796875,-68.5221001221,-0.449816849817,-5.84761904762,-1.10626220703,-4.50897216797,-1.76239013672,0.08
2018-07-12 00:41:08.851022,27.125,17.84375,34.2651367188,1016.52,-0.486328125,1.681640625,0.97900390625,-67.9223443223,-0.299877899878,-3.59853479853,-1.48773193359,-3.63159179688,-2.13623046875,0.08
2018-07-12 00:42:11.153299,27.0625,17.625,34.4604492188,1016.53,-0.494140625,1.6767578125,0.83544921875,-68.821978022,-0.449816849817,-3.4485958486,-1.06811523438,-4.54711914062,-2.58636474609,0.08
2018-07-12 00:43:13.391607,27.0625,17.3125,34.5581054688,1016.57,-0.5322265625,1.7021484375,0.8173828125,-68.0722832723,-1.19951159951,-2.84884004884,-0.778198242188,-3.37219238281,-3.12805175781,0.08
