Time,Ambient Temperature (degC),Object Temperature (degC),Humidity (RH),Barometer (millibars),Accelerometer-x (g),Accelerometer-y (g),Accelerometer-z (g),Magnetometer-x (uT),Magnetometer-y (uT),Magnetometer-z (uT),Gyroscope-x (deg/sec),Gyroscope-y (deg/sec),Gyroscope-z (deg/sec),Light (lux)
2018-07-13 00:00:25.825847,26.6875,17.34375,32.5988769531,1021.98,-0.4794921875,1.779296875,0.68408203125,-76.019047619,-3.14871794872,-6.74725274725,-1.66320800781,-4.45556640625,-2.22778320312,0.08
2018-07-13 00:01:28.140000,26.59375,17.4375,32.8735351562,1022.0,-0.341796875,1.8046875,0.65576171875,-75.7191697192,-3.14871794872,-7.04713064713,-2.05230712891,-4.30297851562,-2.30407714844,0.08
2018-07-13 00:02:30.234278,26.53125,17.25,33.0688476562,1021.92,-0.4267578125,1.8720703125,0.74951171875,-75.7191697192,-3.74847374847,-7.04713064713,-0.892639160156,-2.55584716797,-1.83868408203,0.08
2018-07-13 00:03:32.408559,26.5,17.4375,33.0688476562,1021.96,-0.50537109375,1.65771484375,0.73291015625,-77.5184371184,-1.94920634921,-7.79682539683,-0.770568847656,-3.84521484375,-3.27301025391,0.08
2018-07-13 00:04:34.574834,26.46875,17.15625,33.1665039062,1021.92,-0.5830078125,1.86572265625,0.5380859375,-75.8691086691,-3.14871794872,-7.04713064713,-1.53350830078,-4.05120849609,-2.90679931641,0.08
2018-07-13 00:05:36.877111,26.40625,17.125,33.2641601562,1021.97,-0.41650390625,1.751953125,0.70068359375,-78.1181929182,-3.14871794872,-7.79682539683,-0.42724609375,-3.97491455078,-0.862121582031,0.08
2018-07-13 00:06:38.847394,26.3125,16.78125,33.4594726562,1021.89,-0.2822265625,1.810546875,0.6337890625,-75.5692307692,-3.29865689866,-7.64688644689,-0.938415527344,-4.45556640625,-0.137329101562,0.08
2018-07-13 00:07:41.017703,26.28125,16.875,33.5388183594,1021.95,-0.2763671875,1.79638671875,0.78759765625,-76.6188034188,-3.29865689866,-7.64688644689,-1.81579589844,-4.80651855469,-0.358581542969,0.08
2018-07-13 00:08:43.323946,26.5,16.3125,33.2641601562,1021.9,-0.4755859375,1.765625,0.615234375,-75.8691086691,-3.29865689866,-6.89719169719,-1.73950195312,-3.76129150391,-3.28063964844,0.08
2018-07-13 00:09:45.354260,26.59375,17.0625,33.0871582031,1021.92,-0.50927734375,1.80029296875,0.52783203125,-75.1194139194,-2.84884004884,-7.64688644689,-2.34985351562,-4.03594970703,-1.99890136719,0.08
2018-07-13 00:10:47.392510,26.53125,17.0,33.0871582031,1021.93,-0.4609375,1.92724609375,0.66259765625,-75.7191697192,-4.19829059829,-8.0967032967,-1.98364257812,-5.35583496094,-3.18145751953,0.08
2018-07-13 00:11:49.422823,26.4375,17.03125,33.0871582031,1021.97,-0.36083984375,1.79345703125,0.6533203125,-76.4688644689,-4.79804639805,-8.39658119658,-1.42669677734,-4.98962402344,-3.38745117188,0.08
2018-07-13 00:12:51.525103,26.3125,17.25,33.4594726562,1021.92,-0.490234375,1.791015625,0.5380859375,-77.0686202686,-3.74847374847,-8.54652014652,0.175476074219,-2.67028808594,-0.419616699219,0.08
2018-07-13 00:13:53.563354,26.25,16.90625,33.6364746094,1021.87,-0.43505859375,1.81103515625,0.708984375,-77.2185592186,-3.29865689866,-8.54652014652,-0.54931640625,-5.34820556641,-2.54058837891,0.08
2018-07-13 00:14:55.661633,26.28125,16.6875,33.6364746094,1021.9,-0.3876953125,1.912109375,0.6435546875,-76.6188034188,-2.84884004884,-6.89719169719,-0.442504882812,-4.72259521484,-0.495910644531,0.08
2018-07-13 00:15:57.763912,26.28125,16.78125,33.6364746094,1021.9,-0.4892578125,1.7744140625,0.615234375,-76.168986569,-3.89841269841,-7.94676434676,-2.67791748047,-3.56292724609,-1.64031982422,0.08
2018-07-13 00:16:59.866228,26.21875,16.96875,33.7341308594,1021.9,-0.49658203125,1.8828125,0.666015625,-76.7687423687,-3.4485958486,-6.74725274725,-1.88446044922,-3.50952148438,-2.18200683594,0.08
