2018-07-02 10:12:30.262907,39.84375,31.6875,13.4521484375,1015.96,-0.3076171875,1.78076171875,1.11328125,-69.1218559219,-3.89841269841,-3.4485958486,-1.69372558594,-4.26483154297,-1.79290771484,51.6
2018-07-02 10:13:33.044466,39.75,31.9375,13.4521484375,1015.94,-0.28369140625,1.78173828125,1.12353515625,-68.5221001221,-3.89841269841,-2.84884004884,-1.82342529297,-3.86810302734,-2.16674804688,53.04
2018-07-02 10:15:10.789132,39.1875,31.71875,14.4348144531,1015.92,-0.27685546875,1.76318359375,1.13623046875,-68.3721611722,-3.14871794872,-2.84884004884,-1.45721435547,-2.88391113281,-1.73950195312,27.87
2018-07-02 10:15:39.210019,39.1875,31.78125,14.2395019531,1015.9,-0.32421875,1.78369140625,0.912109375,-68.0722832723,-3.89841269841,-5.24786324786,0.0,0.0,0.0,18.95
2018-07-02 10:16:54.129441,39.15625,31.59375,14.1418457031,1015.96,-0.287109375,1.783203125,1.11474609375,-69.4217338217,-3.59853479853,-3.14871794872,-2.197265625,-4.03594970703,-1.63269042969,31.97
2018-07-02 10:17:49.420027,39.375,31.90625,14.4409179688,1015.99,-0.28173828125,1.78125,1.1416015625,-68.5221001221,-4.64810744811,-3.4485958486,-1.86157226562,-4.02069091797,-1.94549560547,33.02
2018-07-02 10:18:52.457073,39.84375,32.25,13.4582519531,1015.94,-0.28857421875,1.80712890625,1.083984375,-68.821978022,-3.29865689866,-2.84884004884,-1.953125,-3.98254394531,-2.51007080078,25.06
2018-07-02 10:19:56.518761,39.96875,32.15625,13.4643554688,1016.05,-0.2900390625,1.78564453125,1.08935546875,-67.7724053724,-3.29865689866,-2.6989010989,-1.89208984375,-4.150390625,-2.40325927734,55.08
2018-07-02 10:20:59.900492,39.84375,32.71875,13.2690429688,1016.06,-0.29150390625,1.8076171875,1.10693359375,-68.0722832723,-3.14871794872,-3.59853479853,-1.46484375,-4.31060791016,-1.94549560547,55.24
2018-07-02 10:22:03.482222,39.6875,32.875,13.2690429688,1016.01,-0.283203125,1.7978515625,1.10888671875,-68.5221001221,-3.89841269841,-2.84884004884,-1.73187255859,-4.5166015625,-1.81579589844,50.0
2018-07-02 10:23:06.323974,39.46875,32.6875,13.9465332031,1016.02,-0.2822265625,1.771484375,1.1181640625,-68.9719169719,-2.84884004884,-2.84884004884,-1.15966796875,-4.150390625,-2.28118896484,51.46
2018-07-02 10:24:09.037732,39.40625,32.03125,14.1418457031,1015.99,-0.2861328125,1.77783203125,1.13916015625,-69.5716727717,-4.34822954823,-3.4485958486,-1.47247314453,-3.63159179688,-1.89971923828,53.22
2018-07-02 10:25:11.483499,39.46875,32.28125,14.1479492188,1016.02,-0.287109375,1.7880859375,1.115234375,-69.1218559219,-3.29865689866,-2.99877899878,-1.94549560547,-3.77655029297,-1.708984375,55.32
2018-07-02 10:26:13.781304,39.46875,31.84375,14.0441894531,1015.98,-0.283203125,1.78515625,1.11865234375,-68.821978022,-3.29865689866,-3.4485958486,-1.84631347656,-4.41741943359,-2.40325927734,55.62
2018-07-02 10:27:16.087044,39.5625,32.1875,14.0441894531,1015.95,-0.2880859375,1.78271484375,1.11962890625,-68.9719169719,-3.14871794872,-3.59853479853,-1.65557861328,-3.57818603516,-1.84631347656,55.48
